,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
0,254481,300152.XSHE,2019-06-30,2019-08-27,2019-06-30,0.0044,85573.87,1458275.45,-186548.02,0.39,0.01,0.28,3.93,25.08,98.92,4.1,3.93,4.04,14.42,1.99,27.63,-3.53,2.76,87.75,9.13,842.78,-18.68,73.74,-18.68,73.74,114.87,-93.53,119.33,-93.8,112.81,-96.47
0,260787,300152.XSHE,2019-09-30,2019-10-25,2019-09-30,0.0018,-1724799.32,-5190371.27,0.0,0.16,-0.22,0.1,1.48,22.0,104.25,2.0,1.48,4.0,15.91,2.28,-262.09,0.0,-135.15,88.67,-4.06,95.44,45.91,-9.24,45.91,-9.24,101.14,-55.74,100.79,-65.94,100.57,-58.89
0,287225,300152.XSHE,2019-12-31,2020-04-10,2019-12-31,-0.1195,-93909640.46,-2008805.2,-194838.69,-10.98,-12.11,-4.66,-46.19,33.88,101.12,-35.55,-46.19,4.82,22.55,3.06,2.47,0.24,110.28,93.61,20.24,-1806.34,-10.43,46.8,-10.43,46.8,66.84,-2709.18,69.66,-4694.59,66.62,-6772.58
0,289488,300152.XSHE,2020-03-31,2020-04-24,2020-03-31,-0.0321,-22750788.78,-27960994.33,,-2.98,-2.97,-1.53,-59.01,19.56,161.86,-50.45,-59.01,15.47,45.57,6.78,104.62,,99.37,194.1,41.62,-67.29,-41.63,-74.79,-41.63,-74.79,-126.74,64.22,-131.26,67.79,-126.07,73.11
0,336563,300152.XSHE,2020-09-30,2020-10-28,2020-09-30,-0.0022,-1878079.03,698830.33,3678039.47,-0.21,-0.25,-0.04,-0.61,29.52,99.28,0.06,-0.61,5.77,16.78,1.84,-59.73,-314.39,118.23,142.6,34.5,4818.05,-20.09,-24.81,-20.09,-24.81,-97.7,100.97,-133.13,90.63,-224.46,83.7
0,372332,300152.XSHE,2020-12-31,2021-04-20,2020-12-31,0.0662,44712404.89,60841277.72,4265057.84,6.25,5.92,3.95,19.3,35.39,74.9,20.21,19.3,-0.43,7.73,0.82,127.45,8.93,94.69,28.77,4.19,16.67,35.19,148.34,35.19,148.34,176.85,87244.65,156.48,7932.36,155.45,3072.81
0,46066,300153.XSHE,2016-03-31,2016-04-27,2016-03-31,0.0244,5811745.97,1547924.78,945255.22,0.81,0.61,0.37,2.81,26.86,99.14,1.39,2.81,11.13,15.3,0.7,30.22,18.45,74.45,94.39,-25.83,-2996.66,35.68,-43.07,35.68,-43.07,-64.72,-91.41,-16.38,-82.44,29.57,-65.65
0,116035,300153.XSHE,2017-09-30,2017-10-28,2017-09-30,0.01,3766246.64,2434071.58,2260442.1,0.4554,0.3926,0.2921,1.4193,15.2339,99.2001,1.6348,1.4193,4.6273,7.2557,2.8538,45.7079,42.4474,86.22,124.5892,19.9325,2491.8611,65.413,7.1219,65.413,7.1219,155.3586,-28.4681,190.2664,-40.3874,1974.8029999999999,-46.6222
0,46135,300156.XSHE,2015-06-30,2015-08-26,2015-06-30,0.0836,24073570.83,18020466.4,,1.65,1.64,0.84,11.13,25.33,90.53,9.47,11.13,1.13,8.61,4.08,99.53,,99.71,7.63,-21.29,-224.97,857.22,81.46,857.22,81.46,-16.3,285.32,-1.67,289.69,24.25,273.4
0,134120,300156.XSHE,2018-09-30,2018-10-30,2018-09-30,-0.08,-82585230.73,-88433573.11,,-3.21,-3.21,-1.21,-645.53,66.46,791.35,-691.35,-645.53,27.7,81.0,252.79,100.02,,100.02,54.99,20.2,-2.92,-97.2,-31.58,-97.2,-31.58,-232.19,18.73,-238.39,21.76,-238.39,21.76
0,255934,300156.XSHE,2019-06-30,2019-08-30,2019-06-30,-0.8218,-331673864.38,-298787033.88,,-100.81,-40.28,-14.87,-6636.43,65.7,2488.85,-2388.85,-6636.43,10.51,160.13,488.68,36.0,,39.96,20.86,22.46,-0.94,-33.1,-4.63,-33.1,-4.63,-183.25,-535.38,-712.07,-1642.32,-712.07,-1642.32
0,261782,300156.XSHE,2019-09-30,2019-10-29,2019-09-30,-0.10099999999999999,-36236584.74,-43244931.13,,-28.55,-10.14,-1.86,-815.57,66.02,445.75,-552.65,-815.57,2.05,92.44,317.25,42.39,,35.52,45.9,-25.07,7.25,-2.22,0.0,-2.22,0.0,21.84,76.87,-23.54,87.71,-23.54,87.71
0,378049,300157.XSHE,2020-12-31,2021-04-29,2020-12-31,-1.4806,-1053691102.07,-26296308.34,5653110.28,-72.17,-72.13,-26.6,-350.6,26.83,108.71,-338.17,-350.6,3.17,17.1,10.18,2.55,-0.55,99.94,110.67,15.92,-182.69,-8.47,191.83,-8.47,191.83,7.7,-1825.43,5.39,-1831.74,5.08,-1902.64
0,46178,300158.XSHE,2015-09-30,2015-10-26,2015-09-30,0.0621,13475886.8,16390929.05,,0.91,0.68,0.5,3.08,37.28,96.87,3.13,3.08,23.79,8.73,1.13,72.12,,75.34,94.37,-1.93,-61.61,-6.02,-6.99,-6.02,-6.99,73.4,29.46,128.62,4.58,95.7,3.93
0,125054,300158.XSHE,2018-03-31,2018-04-26,2018-03-31,0.098,49104110.76,57907318.95,107908.63,0.9099,0.8821,0.6391,6.2247,64.4089,92.5051,8.0379,6.2247,47.3783,8.2335,0.5383,97.0049,0.1808,96.9518,118.088,-23.2148,-309.7412,7.6006,-43.3423,7.6006,-43.3423,-4.4308,-40.87,-14.0987,-7.3701,-11.8268,-13.6324
0,114520,300159.XSHE,2017-09-30,2017-10-25,2017-09-30,0.1109,116311066.19,180289067.15,-344265.28,2.7696,1.9495,1.9102,28.763,43.1778,68.032,32.9634,28.763,1.9895,9.1755,-4.6196,96.3917,-0.1841,70.3877,54.24,-15.9414,-49.8667,11.9176,40.0927,11.9176,40.0927,95.5145,62.6603,84.6382,83.486,85.6493,82.0571
0,260326,300159.XSHE,2019-09-30,2019-10-23,2019-09-30,0.0405,54676873.58,87668263.0,-11935744.67,0.9,0.81,0.58,12.69,38.5,81.11,13.36,12.69,2.17,8.3,5.33,131.24,-17.87,90.69,80.24,43.76,231.65,-36.9,6.75,-36.9,6.75,-60.47,-46.85,-56.35,-44.28,-55.8,-40.68
0,293637,300159.XSHE,2019-12-31,2020-04-29,2019-12-31,-1.4025,-2086664231.74,-228526050.98,-397019.7,-38.58,-38.52,-23.94,-804.79,-16.76,186.35,-817.24,-804.79,6.23,14.74,19.6,10.38,0.02,99.83,-15.44,-85.23,98.7,-29.09,-42.98,-29.09,-42.98,-3046.11,-3587.72,-6646.26,-3716.62,-7466.55,-3567.0
0,338443,300159.XSHE,2020-09-30,2020-10-30,2020-09-30,-0.1993,-296898561.13,-35509560.43,791889.68,-7.54,-7.53,-4.15,-108.6,28.78,112.19,-109.37,-108.6,9.52,13.34,8.16,11.16,-0.25,99.95,101.61,-11.28,92.51,-37.26,-15.07,-37.26,-15.07,-613.56,-290066.22,-636.95,-7835.18,-592.72,-37801.8
0,379641,300159.XSHE,2020-12-31,2021-04-30,2020-12-31,-1.5090000000000001,-2250904696.53,-277078975.22,4132689.41,-84.33,-84.4,-36.76,-654.78,-5.47,178.56,-610.27,-654.78,2.07,26.94,18.25,12.83,-0.19,100.08,43.15,29.92,-38.08,33.27,21.13,33.27,21.13,0.48,-575.87,-8.43,-630.32,-7.6,-657.1
0,245495,300160.XSHE,2018-12-31,2019-04-26,2018-12-31,-0.5365,-326165339.56,-329115606.19,966192.44,-29.77,-30.52,-16.56,-93.0,30.0,195.9,-94.05,-93.0,7.55,10.46,1.73,102.4,-0.3,102.53,73.56,32.17,-33.55,6.02,1.45,6.02,1.45,-508.05,-1277.8,-1498.02,-1602.78,-1224.69,-1562.62
0,255484,300160.XSHE,2019-06-30,2019-08-30,2019-06-30,0.0791,43442068.4,49803041.27,,5.06,4.68,2.87,14.01,34.55,85.55,15.32,14.01,7.44,8.84,0.26,95.32,,92.6,63.09,2.78,19.21,-7.4,3.13,-7.4,3.13,24.1,49.6,28.19,65.51,40.06,58.82
0,290007,300160.XSHE,2020-03-31,2020-04-25,2020-03-31,0.0531,30686028.28,39063806.84,,3.21,3.0,1.91,12.11,34.7,85.58,14.24,12.11,8.31,8.03,0.1,100.72,,93.52,59.13,3.19,22.13,-18.91,-8.93,-18.91,-8.93,9.28,261.44,12.5,214.9,11.08,103.43
0,46243,300161.XSHE,2015-12-31,2016-02-23,2015-12-31,0.0672,-17672981.65,-19335640.84,-2819477.24,1.35,-2.19,0.48,3.83,29.06,110.55,-12.09,3.83,10.2,21.38,0.72,-396.84,-57.87,-162.5,92.6,23.29,-220.69,9.72,45.13,9.72,45.13,-34.92,39.77,-19.17,130.69,15.35,145.78
0,112063,300162.XSHE,2017-06-30,2017-08-24,2017-06-30,0.0369,11636090.0,11300493.0,,1.1578,1.0437,0.8718,7.3116,32.0447,93.4133,8.4729,7.3116,9.0431,12.4661,2.2015,76.0511,,90.1399,76.1958,-10.2922,-156.2575,20.2337,22.9853,20.2337,22.9853,-16.7036,24.8342,-21.2988,33.9882,-22.1485,48.8388
0,122846,300162.XSHE,2018-03-31,2018-04-20,2018-03-31,0.002,-4086604.52,-5177796.23,3465150.41,0.064,-0.3751,0.0267,0.2341,21.4272,103.4023,-1.0176,0.2341,7.4958,10.5884,6.0736,-1061.062,710.0974,-585.9733,91.4436,-21.0355,618.2714,9.0923,-11.3453,9.0923,-11.3453,-113.2992,73.3081,-96.1944,112.155,-91.959,119.4111
0,124739,300163.XSHE,2017-12-31,2018-04-25,2017-12-31,-0.0639,-31857041.78,-7128822.58,,-4.3042,-4.5256,-3.264,-19.9393,41.0105,104.0863,-3.1763,-19.9393,30.2891,14.7782,1.0632,137.3331,,105.1427,26.7518,-16.3973,401.2691,-12.2582,11.3013,-12.2582,11.3013,-139.0439,-30.0733,-245.0136,-2230.7131,-238.0722,-14586.0152
0,134121,300163.XSHE,2018-09-30,2018-10-30,2018-09-30,-0.27,-132546917.57,-139733403.4,,-21.42,-22.02,-14.7,-101.07,41.7,201.19,-99.69,-101.07,33.0,19.24,3.38,102.59,,102.8,111.2,-25.23,24.94,-11.9,-12.14,-11.9,-12.14,-3131.56,-1016.48,-9251.79,-1222.06,-62395.83,-1444.26
0,254485,300163.XSHE,2019-06-30,2019-08-29,2019-06-30,0.0115,-9638013.25,-12663509.15,,1.06,-1.87,0.37,2.41,47.84,109.55,0.93,2.41,37.07,13.06,3.7,-353.48,,-177.49,119.63,-8.16,85.44,-15.61,-8.95,-15.61,-8.95,109.84,330.87,130.29,330.86,165.04,130.57
0,291326,300163.XSHE,2019-12-31,2020-04-28,2019-12-31,0.0326,-5326679.68,1555337.41,4081221.43,2.7,-0.93,1.83,15.85,32.72,98.39,15.15,15.85,7.03,8.85,8.28,14.95,39.22,-34.49,90.87,-17.13,-1061.57,-40.13,27.64,-40.13,27.64,139.44,-54.66,130.39,-38.95,129.65,-38.91
0,290986,300163.XSHE,2020-03-31,2020-04-28,2020-03-31,-0.0013,-3431984.69,3737576.97,,-0.1,-0.59,-0.08,-1.34,29.72,92.51,-4.75,-1.34,2.92,14.43,-0.73,1088.62,,571.14,96.01,-38.15,-509.26,-65.75,-48.22,-65.75,-48.22,-342.75,-116.25,-190.15,-104.38,-125.51,-103.89
0,327514,300163.XSHE,2020-06-30,2020-08-27,2020-06-30,0.0202,6813156.68,-1802903.83,,1.64,1.17,1.26,10.86,15.47,102.06,10.73,10.86,1.54,9.26,0.4,-15.94,,71.06,192.44,94.84,-4606.91,-33.97,75.51,-33.97,75.51,659.53,496.06,197.51,1521.91,76.57,1695.63
0,375112,300163.XSHE,2020-12-31,2021-04-27,2020-12-31,0.0239,261827.94,3410269.41,,1.92,0.04,1.56,22.83,45.19,93.1,18.61,22.83,-1.11,14.26,10.74,27.55,,2.31,285.4,4.08,59.16,-48.75,-44.41,-48.75,-44.41,-37.02,304.28,-26.17,610.75,-26.5,626.69
0,328552,300164.XSHE,2020-06-30,2020-08-28,2020-06-30,-0.1011,-52630175.05,-66707903.49,-1672629.83,-2.6,-2.63,-1.9,-44.46,18.52,152.79,-55.68,-44.46,30.81,26.12,9.52,95.17,2.39,101.42,108.75,-23.85,45.17,-69.58,-40.47,-69.58,-40.47,-256.82,-226.95,-324.71,-216.62,-319.77,-217.58
0,260789,300165.XSHE,2019-09-30,2019-10-25,2019-09-30,-0.0197,-9296089.25,1151508.72,-474976.33,-0.56,-0.58,-0.27,-2.7,46.31,99.44,-2.28,-2.7,24.63,11.86,-0.7,-25.65,10.58,102.42,123.4,-10.23,-1821.49,-10.87,0.61,-10.87,0.61,-115.11,-124.81,-119.94,-140.53,-136.48,-189.6
0,287462,300165.XSHE,2019-12-31,2020-04-15,2019-12-31,0.002,-18919551.45,56183613.99,-4071771.95,0.06,-1.18,0.36,2.4,51.8,82.23,5.54,2.4,15.33,9.39,1.86,343.46,-24.89,-2023.23,89.81,23.92,134.56,-14.48,54.24,-14.48,54.24,1135.49,473.87,1262.91,237.4,107.99,110.3
0,46376,300167.XSHE,2015-09-30,2015-10-23,2015-09-30,0.02,4031809.7,3998409.71,,0.84,0.6,0.49,5.22,33.06,96.52,3.48,5.22,9.38,14.69,1.94,64.91,,72.07,56.64,-73.02,-2100.71,76.61,137.89,76.61,137.89,-56.32,182.51,-20.11,243.14,-23.21,324.52
0,46375,300167.XSHE,2015-12-31,2016-04-25,2015-12-31,0.0878,22490268.13,40235181.21,,3.86,3.29,2.99,22.93,50.76,75.37,26.16,22.93,6.02,10.04,-0.9,89.32,,85.31,95.56,20.84,84.6,79.98,42.0,79.98,42.0,7741.04,968.74,885.63,523.23,333.58,371.23
0,133446,300167.XSHE,2018-09-30,2018-10-27,2018-09-30,-0.055999999999999994,-18198797.21,-16667605.59,-495138.64,-2.45,-2.65,-1.33,-25.19,21.22,126.61,-24.9,-25.19,6.71,24.46,10.47,108.53,3.22,108.16,103.55,18.18,-68.31,-33.64,-19.25,-33.64,-19.25,-866.69,-34.61,-636.67,-38.43,-832.53,-46.15
0,240616,300167.XSHE,2018-12-31,2019-04-20,2018-12-31,-0.43799999999999994,-120510676.24,-138663629.6,1591388.06,-21.45,-19.66,-12.38,-226.79,23.36,330.18,-233.89,-226.79,9.34,32.11,13.82,93.08,-1.07,91.65,242.35,109.9,-47.74,-76.46,-3.82,-76.46,-3.82,-4380.51,-803.58,-2839.67,-766.03,-2491.35,-681.46
0,261783,300167.XSHE,2019-09-30,2019-10-29,2019-09-30,0.003,461517.12,2248300.53,-1403374.04,0.17,0.08,0.34,3.62,31.18,97.68,6.52,3.62,3.82,13.44,1.69,35.38,-22.09,50.86,188.67,83.83,3618.79,54.95,-32.33,54.95,-32.33,140.58,271.8,122.3,-47.6,105.39,-84.6
0,328105,300167.XSHE,2020-06-30,2020-08-28,2020-06-30,-0.026000000000000002,-10807405.01,-11713540.29,-151905.61,-1.52,-2.11,-0.75,-11.32,24.93,118.09,-16.4,-11.32,4.37,20.71,5.53,156.66,2.03,138.47,196.43,22.99,-127.13,-54.85,27.63,-54.85,27.63,-724.12,40.88,-209.18,55.23,-232.47,53.93
0,46399,300168.XSHE,2015-06-30,2015-08-25,2015-06-30,0.0465,14270554.07,16021785.23,-412636.67,1.38,0.85,0.5,6.14,34.37,95.35,4.53,6.14,5.49,17.62,5.25,59.52,-1.53,61.34,66.52,-36.47,-784.04,7.83,47.3,7.83,47.3,-20.98,1050.53,19.15,8528.19,26.26,488.38
0,128701,300168.XSHE,2018-06-30,2018-08-16,2018-06-30,0.0677,33572728.59,25715556.0,41001309.31,2.45,1.14,0.91,10.11,34.08,96.34,10.54,10.11,5.82,16.9,6.01,34.79,55.47,46.44,35.46,22.5,614.04,17.78,127.67,17.78,127.67,108.6,1571.98,125.32,7169.46,113.35,1372.97
0,293490,300168.XSHE,2019-12-31,2020-04-29,2019-12-31,-1.2636,-1487609461.07,-625074334.92,12343672.12,-42.36,-43.75,-17.26,-308.7,-32.43,234.16,-313.32,-308.7,10.12,17.12,13.7,43.29,-0.85,103.28,309.15,273.24,-203.67,-26.87,-9.57,-26.87,-9.57,-1819.71,-19697.74,-1841.48,-56365.63,-1900.32,-26370.67
0,293153,300168.XSHE,2020-03-31,2020-04-29,2020-03-31,-0.1161,-145509152.74,-138986778.14,-1003437.71,-4.83,-5.16,-1.73,-46.81,24.8,147.35,-46.75,-46.81,11.37,40.65,7.57,101.17,0.73,106.82,91.3,-170.86,360.85,-22.83,-37.0,-22.83,-37.0,-638.21,90.6,-1006.37,90.45,-856.06,90.54
0,327574,300168.XSHE,2020-06-30,2020-08-27,2020-06-30,-0.0648,-113580433.18,-91172482.32,787133.23,-2.75,-4.05,-0.88,-14.52,30.35,118.19,-14.95,-14.52,3.85,5.06,7.38,125.37,-1.08,147.56,94.15,-37.13,204.11,-34.3,70.76,-34.3,70.76,-464.84,45.37,-499.29,47.05,-495.15,43.5
0,337495,300168.XSHE,2020-09-30,2020-10-29,2020-09-30,-0.0267,-38492910.73,-40308918.32,-2828588.92,-1.12,-1.36,-0.37,-3.61,24.99,104.78,-3.54,-3.61,2.91,12.12,2.6,136.36,9.57,121.35,89.92,14.89,-311.35,63.56,68.13,63.56,68.13,-500.27,60.22,-1289.72,58.2,-678.58,58.79
0,99459,300169.XSHE,2016-06-30,2016-08-26,2016-06-30,0.0404,12324818.89,14907308.11,95364.46,1.06,1.0,0.69,6.53,29.94,92.55,7.49,6.53,4.91,14.36,2.43,93.48,0.6,93.69,70.41,11.9,159.84,-13.31,41.3,-13.31,41.3,-22.09,227.53,-23.89,239.87,-23.41,241.02
0,134125,300169.XSHE,2018-09-30,2018-10-30,2018-09-30,-0.0099,-3571148.85,-3388390.76,-2347894.41,-0.27,-0.3,-0.17,-1.39,21.48,101.4,-2.08,-1.39,4.88,11.39,3.35,63.69,44.13,110.36,98.44,-0.25,18.05,20.7,-4.68,20.7,-4.68,-230.3,-144.2,-186.03,-126.33,-462.4,-127.65
0,254488,300169.XSHE,2019-06-30,2019-08-27,2019-06-30,0.0311,9494865.65,13170894.27,-3643524.57,0.85,0.79,0.49,4.73,30.64,93.86,5.34,4.73,5.28,12.62,4.06,126.83,-35.08,93.74,119.74,-12.39,-201.76,-15.6,18.13,-15.6,18.13,0.48,235.05,-20.58,308.07,-13.45,309.42
0,292211,300169.XSHE,2020-03-31,2020-04-29,2020-03-31,-0.0505,-17731362.3,-18304600.09,-5369865.77,-1.83,-1.97,-0.94,-12.26,20.06,113.18,-15.88,-12.26,7.17,17.73,5.79,82.84,24.3,107.64,73.6,-41.49,314.86,-23.48,-37.65,-23.48,-37.65,-160.06,92.05,-249.49,94.25,-240.6,94.44
0,108046,300170.XSHE,2017-03-31,2017-04-26,2017-03-31,0.055,43067428.0,43859656.0,1174.65,2.2564,2.0612,1.5855,10.43,35.0842,89.0851,10.9152,10.43,7.9106,14.995999999999999,-0.9929,90.10799999999999,0.0024,91.34899999999999,84.0069,-71.3465,-653.6604,36.0572,-26.7647,36.0572,-26.7786,33.3645,-26.4987,27.3235,-39.0343,13.0767,-37.6393
0,291502,300170.XSHE,2020-03-31,2020-04-28,2020-03-31,0.0137,1074201.89,26238341.06,-11663728.69,0.39,0.03,0.3,2.14,23.15,95.55,1.96,2.14,4.53,7.31,-1.97,182.49,-81.12,8.86,82.14,-26.04,-584.91,-16.03,20.95,-16.03,20.95,-83.94,156.5,-79.9,222.64,-81.57,432.64
0,244457,300173.XSHE,2018-12-31,2019-04-25,2018-12-31,-1.4685,-857050413.04,-858476980.18,824036.17,-67.76,-67.46,-35.81,-1122.3,67.92,1219.47,-1116.07,-1122.3,7.48,36.83,5.84,99.8,-0.1,99.56,-80.42,-152.05,13.58,-77.81,-13.36,-77.81,-13.36,-1523.73,-32400.06,-6139.07,-19995.41,-6188.29,-20120.04
0,261786,300173.XSHE,2019-09-30,2019-10-29,2019-09-30,-0.0025,-6020414.38,-10723647.23,1030999.25,-0.17,-0.71,-0.09,-4.0,34.02,129.29,-4.44,-4.0,12.78,19.92,16.49,-1474.83,141.79,411.39,191.11,68.52,-233.97,-58.63,-7.23,-58.63,-7.23,38.22,-159.9,65.83,-136.45,65.63,-136.45
0,293057,300173.XSHE,2020-03-31,2020-04-29,2020-03-31,-0.0444,-25861845.58,-21355738.69,-3597708.0,-3.81,-3.78,-1.76,-1402.25,-1.09,1250.22,-1390.74,-1402.25,145.27,546.24,323.98,81.29,13.69,99.33,848.8,-418.97,36.43,-97.06,-98.63,-97.06,-98.63,-901.56,82.01,-2526.51,82.87,-2526.51,82.87
0,324699,300173.XSHE,2020-06-30,2020-08-17,2020-06-30,0.043,17532339.18,16066721.57,86424.19,3.14,1.91,1.36,14.33,26.99,92.69,16.56,14.33,4.53,5.89,4.04,44.68,0.24,60.96,125.23,35.6,487.22,457.06,11742.36,457.06,11742.36,1240.68,241.01,684.78,221.01,616.35,210.46
0,337341,300173.XSHE,2020-09-30,2020-10-29,2020-09-30,0.0078,-4227164.93,-12779921.66,-19840.9,0.42,-0.31,0.3,3.55,22.9,104.76,-0.32,3.55,7.74,10.78,1.94,-116.73,-0.18,-73.46,62.89,-24.26,509.94,633.66,22.18,633.66,22.18,47.73,-102.34,751.77,-69.73,493.2,-79.99
0,371297,300173.XSHE,2020-12-31,2021-04-14,2020-12-31,0.0038,-26919250.16,12349727.48,9365279.48,0.18,-1.73,0.13,1.79,33.64,95.04,3.67,1.79,7.53,15.03,-0.38,140.38,106.46,-974.3,82.4,-10.76,-217.15,84.2,-7.26,84.2,-7.26,106.37,1175.66,102.93,-53.33,101.82,-51.98
0,46529,300174.XSHE,2015-12-31,2016-04-06,2015-12-31,0.0228,3125434.97,-2761137.18,3617537.67,0.6,0.6,0.62,3.55,17.97,101.82,0.56,3.55,7.78,11.71,-0.25,-68.65,89.94,100.78,85.34,6.89,-378.58,6.25,6.31,6.25,6.31,-44.82,-88.32,1.83,-50.17,1.49,-59.06
0,46528,300174.XSHE,2016-03-31,2016-04-12,2016-03-31,0.0609,7648838.63,-4634114.21,6480993.84,1.57,1.45,1.48,9.22,15.83,103.3,1.31,9.22,7.46,10.67,0.31,-37.04,51.8,92.42,92.41,14.6,-442.51,-1.05,-7.35,-1.05,-7.35,-47.61,115.66,-16.98,140.44,-30.44,166.86
0,114522,300175.XSHE,2017-09-30,2017-10-25,2017-09-30,0.0105,5184973.2,6230195.38,-844404.74,0.621,0.6536,0.5743,3.4593,11.54,95.6249,3.7821,3.4593,2.5943,3.1519,1.7118,123.6021,-16.7523,105.2568,97.7109,51.3532,1173.753,-8.9341,65.7175,-8.9341,65.7175,-1.1166,149.1244,-75.8481,145.2448,-68.6553,145.2448
0,261788,300175.XSHE,2019-09-30,2019-10-29,2019-09-30,0.0058,1115527.53,-5054534.12,3187916.2,0.33,0.13,-0.13,-2.15,16.95,106.3,0.28,-2.15,6.07,14.91,-0.45,-3983.07,2512.14,41.02,115.03,-13.67,216.93,-7.02,-35.47,-7.02,-35.47,-99.57,-98.3,-104.54,-114.79,-92.86,-75.22
0,295143,300175.XSHE,2019-12-31,2020-04-30,2019-12-31,0.0356,-25640264.72,-10380085.18,-976703.34,2.01,-3.07,0.36,2.14,12.27,104.4,-17.78,2.14,2.37,11.92,1.41,-76.74,-7.22,-153.18,73.4,2.32,-52.76,119.15,194.06,119.15,194.06,-378.1,-18980.52,-60.24,392.45,31.0,515.43
0,374668,300175.XSHE,2020-12-31,2021-04-27,2020-12-31,-0.3952,-134979227.38,-43249563.53,-9302483.16,-25.04,-18.17,-19.21,900.35,71.38,-64.13,1521.32,900.35,5.48,-96.71,4.28,17.43,3.75,72.55,-336.26,133.54,81.36,-111.17,-126.14,-111.17,-126.14,-855.66,-3276.37,-4793.13,-1605.33,-1211.49,-4666.58
0,255488,300176.XSHE,2019-06-30,2019-08-30,2019-06-30,-0.6508,-257763727.13,-293674127.33,,-20.45,-20.91,-9.61,-80.11,21.1,193.33,-91.29,-80.11,11.49,7.3,2.57,102.35,,102.26,102.11,10.72,-11.48,-68.98,-40.12,-68.98,-40.12,-229.41,-2221.15,-257.2,-2670.31,-257.2,-2670.31
0,263308,300176.XSHE,2019-09-30,2019-10-30,2019-09-30,-0.0307,-16338101.32,-18619080.3,,-1.08,-1.48,-0.5,-3.73,21.58,105.84,-4.21,-3.73,10.93,7.96,2.07,148.51,,137.35,95.84,7.54,-129.08,-53.44,1.37,-53.44,1.37,-343.43,95.33,-348.6,95.28,-348.6,95.28
0,46619,300178.XSHE,2015-06-30,2015-08-25,2015-06-30,0.0584,30985838.24,50667908.97,1882831.46,2.45,2.42,1.31,13.88,47.36,80.11,20.63,13.88,3.47,13.11,4.66,98.11,3.65,98.57,72.38,-79.12,-397.73,97.22,82.72,97.22,82.72,41.68,26.96,1.94,4.64,-6.79,-8.16
0,265023,300178.XSHE,2019-09-30,2019-10-30,2019-09-30,-0.1632,-98662537.29,-115590102.6,-1699366.97,-3.65,-3.58,-1.49,-12.03,0.84,110.03,-13.37,-12.03,1.78,4.03,4.78,75.55,1.11,98.15,91.49,-24.94,248.59,-40.14,28.39,-40.14,28.39,-236.29,-1159.1,-261.33,-321.16,-250.16,-83.94
0,295595,300178.XSHE,2020-03-31,2020-05-01,2020-03-31,-0.1134,-72499776.11,-72194151.4,90982.03,-5.2,-5.4,-1.16,-77.97,0.43,176.25,-77.87,-77.97,4.12,21.16,50.53,97.96,-0.12,103.85,98.4,10.24,-13.43,-91.53,-26.62,-91.53,-26.62,-264.02,95.29,-396.04,95.45,-437.09,95.16
0,338347,300178.XSHE,2020-09-30,2020-10-30,2020-09-30,-0.4076,-220499339.79,-101425948.69,-17062316.85,-23.37,-20.55,-4.5,-326.65,7.23,224.18,-307.34,-326.65,7.32,39.17,82.57,38.02,6.4,87.96,83.21,-11.57,9.32,-92.91,129.74,-92.91,129.74,-62.92,-189.31,-92.51,-122.9,-149.38,-134.56
0,46640,300179.XSHE,2015-09-30,2015-10-24,2015-09-30,0.0179,8169264.53,7649908.42,291408.92,1.17,1.12,0.93,19.31,47.29,80.84,19.89,19.31,9.67,24.72,-7.07,89.91,3.43,96.29,87.11,-59.25,-309.21,-14.12,-17.79,-14.12,-17.79,-45.62,-28.42,-40.23,-20.17,-36.16,-15.09
0,328547,300180.XSHE,2020-06-30,2020-08-28,2020-06-30,0.0111,10407622.09,10512961.03,841922.77,0.36,0.2,0.23,3.0,20.95,98.33,3.26,3.0,2.48,8.35,2.63,48.83,3.91,55.09,103.31,36.34,2178.22,-1.23,37.39,-1.23,37.39,153.46,-38.42,157.5,-33.24,158.97,-33.08
0,246252,300182.XSHE,2019-03-31,2019-04-29,2019-03-31,0.0534,130082805.73,119472562.04,11873144.05,1.39,1.32,0.84,16.93,30.7,85.14,17.29,16.93,2.51,4.57,5.58,86.58,8.6,94.96,73.97,2.75,18.5,-14.42,-47.59,-14.42,-47.59,-32.88,119.83,-32.52,119.4,-32.16,119.59
0,261149,300182.XSHE,2019-09-30,2019-10-26,2019-09-30,0.0355,86513049.22,75677507.05,2463828.93,0.9,0.86,0.55,9.62,21.02,91.98,9.61,9.62,2.76,4.49,4.07,84.04,2.74,95.17,122.09,69.52,866.57,-22.61,5.75,-22.61,5.75,-66.57,18.44,-59.02,16.37,-58.95,15.07
